Species,Set,Isolate,Rep,Whole Shoot,Roots,Number Plants,Weight per root,Weight per shoot
Pythium inflatum,Set_7-1,C-KSSO2_1-18,R2,950,300,5,60,190
Pythium inflatum,Set_7-1,C-KSSO2_1-18,R3,820,240,5,48,164
Pythium ultimum,Set_7-1,C-KSSO2_3-8,R1,510,10,5,2,102
Pythium ultimum,Set_7-1,C-KSSO2_3-8,R2,580,20,5,4,116
Pythium ultimum,Set_7-1,C-KSSO2_3-8,R3,330,0,5,0,66
Pythium acanthicum,Set_7-1,C-KSSO2_5-11,R1,690,210,5,42,138
Pythium acanthicum,Set_7-1,C-KSSO2_5-11,R2,890,290,5,58,178
Pythium acanthicum,Set_7-1,C-KSSO2_5-11,R3,870,330,5,66,174
Pythium nodosum,Set_7-1,C-MICO2_3-24,R1,820,280,5,56,164
Pythium nodosum,Set_7-1,C-MICO2_3-24,R2,750,310,5,62,150
Pythium nodosum,Set_7-1,C-MICO2_3-24,R3,950,350,5,70,190
Pythium rostratifingens,Set_7-1,C-MISO2_1-14,R1,1060,370,5,74,212
Pythium rostratifingens,Set_7-1,C-MISO2_1-14,R2,1000,290,5,58,200
Pythium rostratifingens,Set_7-1,C-MISO2_1-14,R3,820,260,5,52,164
Pythium acanthicum,Set_7-1,C-MISO2_4-16,R1,830,310,5,62,166
Pythium acanthicum,Set_7-1,C-MISO2_4-16,R2,840,300,5,60,168
Pythium acanthicum,Set_7-1,C-MISO2_4-16,R3,820,310,5,62,164
Pythium ultimum,Set_7-1,C-MNSO2_1-20,R1,510,80,5,16,102
Pythium ultimum,Set_7-1,C-MNSO2_1-20,R2,650,120,5,24,130
Pythium ultimum,Set_7-1,C-MNSO2_1-20,R3,430,50,5,10,86
Pythium perplexum,Set_7-1,C-NDSO2_1-11,R1,790,320,5,64,158
Pythium perplexum,Set_7-1,C-NDSO2_1-11,R2,1010,310,5,62,202
Pythium perplexum,Set_7-1,C-NDSO2_1-11,R3,870,300,5,60,174
Pythium rostratifingens,Set_7-1,C-NESO2_6-5,R1,890,330,5,66,178
Pythium rostratifingens,Set_7-1,C-NESO2_6-5,R2,730,280,5,56,146
Pythium rostratifingens,Set_7-1,C-NESO2_6-5,R3,860,250,5,50,172
CONTROL,Set_7-1,CONTROL,R1,740,290,5,58,148
CONTROL,Set_7-1,CONTROL,R2,760,310,5,62,152
CONTROL,Set_7-1,CONTROL,R3,840,340,5,68,168
Pythium spinosum,Set_7-1,INSO_3-43,R1,830,230,5,46,166
Pythium spinosum,Set_7-1,INSO_3-43,R2,750,290,5,58,150
Pythium spinosum,Set_7-1,INSO_3-43,R3,950,270,5,54,190
Pythium paroecandrum,Set_7-1,INSO_3-51,R1,830,300,5,60,166
Pythium paroecandrum,Set_7-1,INSO_3-51,R2,850,190,5,38,170
Pythium paroecandrum,Set_7-1,INSO_3-51,R3,820,240,5,48,164
Pythium spinosum,Set_7-1,INSO_4-40,R1,710,230,5,46,142
Pythium spinosum,Set_7-1,INSO_4-40,R2,930,310,5,62,186
Pythium spinosum,Set_7-1,INSO_4-40,R3,820,320,5,64,164
Pythium acanthicum,Set_7-1,NDSO_L_4-9,R1,690,160,5,32,138
Pythium acanthicum,Set_7-1,NDSO_L_4-9,R2,790,290,5,58,158
Pythium acanthicum,Set_7-1,NDSO_L_4-9,R3,830,350,5,70,166
Pythium perplexum,Set_7-1,NESO_4-29,R1,780,280,5,56,156
Pythium perplexum,Set_7-1,NESO_4-29,R2,770,280,5,56,154
Pythium perplexum,Set_7-1,NESO_4-29,R3,780,360,5,72,156
Pythium nodosum,Set_7-1,V-INSO2_2-52,R1,900,340,5,68,180
Pythium nodosum,Set_7-1,V-INSO2_2-52,R2,770,220,5,44,154
Pythium nodosum,Set_7-1,V-INSO2_2-52,R3,670,290,5,58,134
Pythium perplexum,Set_7-1,V-MISO2_2-57,R1,670,260,5,52,134
Pythium perplexum,Set_7-1,V-MISO2_2-57,R2,810,290,5,58,162
Pythium perplexum,Set_7-1,V-MISO2_2-57,R3,720,290,5,58,144
Pythium inflatum,Set_7-1,V-MNSO2_3-63,R1,670,210,5,42,134
Pythium inflatum,Set_7-1,V-MNSO2_3-63,R2,920,300,5,60,184
Pythium inflatum,Set_7-1,V-MNSO2_3-63,R3,890,260,5,52,178
Pythium nodosum,Set_7-1,V-NESO2_6-56,R1,820,270,5,54,164
Pythium nodosum,Set_7-1,V-NESO2_6-56,R2,780,310,5,62,156
Pythium nodosum,Set_7-1,V-NESO2_6-56,R3,810,250,5,50,162
CONTROL_NR,Set_7-1,CONTROL_NR,R1,870,430,5,86,174
CONTROL_NR,Set_7-1,CONTROL_NR,R2,780,310,5,62,156
CONTROL_NR,Set_7-1,CONTROL_NR,R3,800,240,5,48,160
Pythium spinosum,Set_7-2,AR_96.S.2.1.A,R1,790,220,5,44,158
Pythium spinosum,Set_7-2,AR_96.S.2.1.A,R2,850,170,5,34,170
Pythium spinosum,Set_7-2,AR_96.S.2.1.A,R3,820,290,5,58,164
Pythium paroecandrum,Set_7-2,AR.171_S.1.2.A,R1,880,310,5,62,176
Pythium paroecandrum,Set_7-2,AR.171_S.1.2.A,R2,820,280,5,56,164
Pythium paroecandrum,Set_7-2,AR.171_S.1.2.A,R3,920,390,5,78,184
Pythium paroecandrum,Set_7-2,C-ARSO2_5-15,R1,950,310,5,62,190
Pythium paroecandrum,Set_7-2,C-ARSO2_5-15,R2,720,290,5,58,144
Pythium paroecandrum,Set_7-2,C-ARSO2_5-15,R3,950,360,5,72,190
Pythium rostratifingens,Set_7-2,C-IASO2_1-13,R1,1100,450,5,90,220
Pythium rostratifingens,Set_7-2,C-IASO2_1-13,R2,700,180,5,36,140
Pythium rostratifingens,Set_7-2,C-IASO2_1-13,R3,940,370,5,74,188
Pythium ultimum,Set_7-2,C-ILSO2_3-25,R1,400,0,5,0,80
Pythium ultimum,Set_7-2,C-ILSO2_3-25,R2,240,0,5,0,48
Pythium ultimum,Set_7-2,C-ILSO2_3-25,R3,230,0,5,0,46
Pythium inflatum,Set_7-2,C-ILSO2_5-5,R1,870,290,5,58,174
Pythium inflatum,Set_7-2,C-ILSO2_5-5,R2,950,320,5,64,190
Pythium inflatum,Set_7-2,C-ILSO2_5-5,R3,770,260,5,52,154
Pythium inflatum,Set_7-2,C-KSSO2_1-18,R1,890,340,5,68,178
Pythium inflatum,Set_7-2,C-KSSO2_1-18,R2,810,260,5,52,162
Pythium inflatum,Set_7-2,C-KSSO2_1-18,R3,970,350,5,70,194
Pythium ultimum,Set_7-2,C-KSSO2_3-8,R1,280,40,5,8,56
Pythium ultimum,Set_7-2,C-KSSO2_3-8,R2,140,0,5,0,28
Pythium ultimum,Set_7-2,C-KSSO2_3-8,R3,500,10,5,2,100
Pythium acanthicum,Set_7-2,C-KSSO2_5-11,R1,970,390,5,78,194
Pythium acanthicum,Set_7-2,C-KSSO2_5-11,R2,870,280,5,56,174
Pythium acanthicum,Set_7-2,C-KSSO2_5-11,R3,880,330,5,66,176
Pythium nodosum,Set_7-2,C-MICO2_3-24,R1,840,320,5,64,168
Pythium nodosum,Set_7-2,C-MICO2_3-24,R2,750,290,5,58,150
Pythium nodosum,Set_7-2,C-MICO2_3-24,R3,700,240,5,48,140
Pythium rostratifingens,Set_7-2,C-MISO2_1-14,R1,880,380,5,76,176
Pythium rostratifingens,Set_7-2,C-MISO2_1-14,R2,900,320,5,64,180
Pythium rostratifingens,Set_7-2,C-MISO2_1-14,R3,900,320,5,64,180
Pythium acanthicum,Set_7-2,C-MISO2_4-16,R1,840,310,5,62,168
Pythium acanthicum,Set_7-2,C-MISO2_4-16,R2,1070,400,5,80,214
Pythium acanthicum,Set_7-2,C-MISO2_4-16,R3,680,240,5,48,136
Pythium ultimum,Set_7-2,C-MNSO2_1-20,R1,520,90,5,18,104
Pythium ultimum,Set_7-2,C-MNSO2_1-20,R2,410,30,5,6,82
Pythium ultimum,Set_7-2,C-MNSO2_1-20,R3,490,0,5,0,98
Pythium perplexum,Set_7-2,C-NDSO2_1-11,R1,890,350,5,70,178
Pythium perplexum,Set_7-2,C-NDSO2_1-11,R2,980,420,5,84,196
Pythium perplexum,Set_7-2,C-NDSO2_1-11,R3,940,360,5,72,188
Pythium rostratifingens,Set_7-2,C-NESO2_6-5,R1,810,330,5,66,162
Pythium rostratifingens,Set_7-2,C-NESO2_6-5,R2,870,290,5,58,174
Pythium rostratifingens,Set_7-2,C-NESO2_6-5,R3,790,270,5,54,158
CONTROL,Set_7-2,CONTROL,R1,970,330,5,66,194
CONTROL,Set_7-2,CONTROL,R2,920,360,5,72,184
CONTROL,Set_7-2,CONTROL,R3,980,340,5,68,196
Pythium spinosum,Set_7-2,INSO_3-43,R1,680,210,5,42,136
Pythium spinosum,Set_7-2,INSO_3-43,R2,870,360,5,72,174
Pythium spinosum,Set_7-2,INSO_3-43,R3,940,340,5,68,188
Pythium paroecandrum,Set_7-2,INSO_3-51,R1,970,390,5,78,194
Pythium paroecandrum,Set_7-2,INSO_3-51,R2,880,350,5,70,176
Pythium paroecandrum,Set_7-2,INSO_3-51,R3,850,350,5,70,170
Pythium spinosum,Set_7-2,INSO_4-40,R1,970,430,5,86,194
Pythium spinosum,Set_7-2,INSO_4-40,R2,850,320,5,64,170
Pythium spinosum,Set_7-2,INSO_4-40,R3,840,310,5,62,168
Pythium acanthicum,Set_7-2,NDSO_L_4-9,R1,820,310,5,62,164
Pythium acanthicum,Set_7-2,NDSO_L_4-9,R2,640,220,5,44,128
Pythium acanthicum,Set_7-2,NDSO_L_4-9,R3,810,300,5,60,162
Pythium perplexum,Set_7-2,NESO_4-29,R1,750,280,5,56,150
Pythium perplexum,Set_7-2,NESO_4-29,R2,1010,420,5,84,202
Pythium perplexum,Set_7-2,NESO_4-29,R3,900,340,5,68,180
Pythium nodosum,Set_7-2,V-INSO2_2-52,R1,870,330,5,66,174
Pythium nodosum,Set_7-2,V-INSO2_2-52,R2,780,350,5,70,156
Pythium nodosum,Set_7-2,V-INSO2_2-52,R3,910,360,5,72,182
Pythium perplexum,Set_7-2,V-MISO2_2-57,R1,950,340,5,68,190
Pythium perplexum,Set_7-2,V-MISO2_2-57,R2,930,350,5,70,186
Pythium perplexum,Set_7-2,V-MISO2_2-57,R3,830,360,5,72,166
Pythium inflatum,Set_7-2,V-MNSO2_3-63,R1,800,210,5,42,160
Pythium inflatum,Set_7-2,V-MNSO2_3-63,R2,890,280,5,56,178
Pythium inflatum,Set_7-2,V-MNSO2_3-63,R3,890,300,5,60,178
Pythium nodosum,Set_7-2,V-NESO2_6-56,R1,920,340,5,68,184
Pythium nodosum,Set_7-2,V-NESO2_6-56,R2,930,360,5,72,186
Pythium nodosum,Set_7-2,V-NESO2_6-56,R3,830,360,5,72,166
CONTROL_NR,Set_7-2,CONTROL_NR,R1,860,320,5,64,172
CONTROL_NR,Set_7-2,CONTROL_NR,R2,970,340,5,68,194
CONTROL_NR,Set_7-2,CONTROL_NR,R3,820,290,5,58,164
Pythium spinosum,Set_7-3,AR_96.S.2.1.A,R1,560,210,5,42,112
Pythium spinosum,Set_7-3,AR_96.S.2.1.A,R2,840,480,5,96,168
Pythium spinosum,Set_7-3,AR_96.S.2.1.A,R3,780,350,5,70,156
Pythium paroecandrum,Set_7-3,AR.171_S.1.2.A,R1,970,450,5,90,194
Pythium paroecandrum,Set_7-3,AR.171_S.1.2.A,R2,800,390,5,78,160
Pythium paroecandrum,Set_7-3,AR.171_S.1.2.A,R3,870,440,5,88,174
Pythium paroecandrum,Set_7-3,C-ARSO2_5-15,R1,830,370,5,74,166
Pythium paroecandrum,Set_7-3,C-ARSO2_5-15,R2,820,400,5,80,164
Pythium paroecandrum,Set_7-3,C-ARSO2_5-15,R3,780,370,5,74,156
Pythium rostratifingens,Set_7-3,C-IASO2_1-13,R1,870,380,5,76,174
Pythium rostratifingens,Set_7-3,C-IASO2_1-13,R2,1170,490,5,98,234
Pythium rostratifingens,Set_7-3,C-IASO2_1-13,R3,810,350,5,70,162
Pythium ultimum,Set_7-3,C-ILSO2_3-25,R1,390,0,5,0,78
Pythium ultimum,Set_7-3,C-ILSO2_3-25,R2,550,110,5,22,110
Pythium ultimum,Set_7-3,C-ILSO2_3-25,R3,380,0,5,0,76
Pythium inflatum,Set_7-3,C-ILSO2_5-5,R1,880,440,5,88,176
Pythium inflatum,Set_7-3,C-ILSO2_5-5,R2,790,300,5,60,158
Pythium inflatum,Set_7-3,C-ILSO2_5-5,R3,980,480,5,96,196
Pythium inflatum,Set_7-3,C-KSSO2_1-18,R1,940,390,5,78,188
Pythium inflatum,Set_7-3,C-KSSO2_1-18,R2,820,210,5,42,164
Pythium inflatum,Set_7-3,C-KSSO2_1-18,R3,1030,380,5,76,206
Pythium ultimum,Set_7-3,C-KSSO2_3-8,R1,280,0,5,0,56
Pythium ultimum,Set_7-3,C-KSSO2_3-8,R2,430,10,5,2,86
Pythium ultimum,Set_7-3,C-KSSO2_3-8,R3,420,0,5,0,84
Pythium acanthicum,Set_7-3,C-KSSO2_5-11,R1,880,330,5,66,176
Pythium acanthicum,Set_7-3,C-KSSO2_5-11,R2,900,430,5,86,180
Pythium acanthicum,Set_7-3,C-KSSO2_5-11,R3,1020,550,5,110,204
Pythium nodosum,Set_7-3,C-MICO2_3-24,R1,1050,620,5,124,210
Pythium nodosum,Set_7-3,C-MICO2_3-24,R2,990,460,5,92,198
Pythium nodosum,Set_7-3,C-MICO2_3-24,R3,1170,510,5,102,234
Pythium rostratifingens,Set_7-3,C-MISO2_1-14,R1,980,480,5,96,196
Pythium rostratifingens,Set_7-3,C-MISO2_1-14,R2,1050,480,5,96,210
Pythium rostratifingens,Set_7-3,C-MISO2_1-14,R3,1290,510,5,102,258
Pythium acanthicum,Set_7-3,C-MISO2_4-16,R1,890,390,5,78,178
Pythium acanthicum,Set_7-3,C-MISO2_4-16,R2,1000,430,5,86,200
Pythium acanthicum,Set_7-3,C-MISO2_4-16,R3,1030,470,5,94,206
Pythium ultimum,Set_7-3,C-MNSO2_1-20,R1,480,0,5,0,96
Pythium ultimum,Set_7-3,C-MNSO2_1-20,R2,390,10,5,2,78
Pythium ultimum,Set_7-3,C-MNSO2_1-20,R3,470,0,5,0,94
Pythium perplexum,Set_7-3,C-NDSO2_1-11,R1,1160,490,5,98,232
Pythium perplexum,Set_7-3,C-NDSO2_1-11,R2,1070,470,5,94,214
Pythium perplexum,Set_7-3,C-NDSO2_1-11,R3,940,460,5,92,188
Pythium rostratifingens,Set_7-3,C-NESO2_6-5,R1,910,370,5,74,182
Pythium rostratifingens,Set_7-3,C-NESO2_6-5,R2,780,320,5,64,156
Pythium rostratifingens,Set_7-3,C-NESO2_6-5,R3,920,430,5,86,184
CONTROL,Set_7-3,CONTROL,R1,890,370,5,74,178
CONTROL,Set_7-3,CONTROL,R2,800,340,5,68,160
CONTROL,Set_7-3,CONTROL,R3,850,390,5,78,170
Pythium spinosum,Set_7-3,INSO_3-43,R1,930,540,5,108,186
Pythium spinosum,Set_7-3,INSO_3-43,R2,1170,510,5,102,234
Pythium spinosum,Set_7-3,INSO_3-43,R3,800,430,5,86,160
Pythium paroecandrum,Set_7-3,INSO_3-51,R1,790,390,5,78,158
Pythium paroecandrum,Set_7-3,INSO_3-51,R2,820,400,5,80,164
Pythium paroecandrum,Set_7-3,INSO_3-51,R3,960,460,5,92,192
Pythium spinosum,Set_7-3,INSO_4-40,R1,970,400,5,80,194
Pythium spinosum,Set_7-3,INSO_4-40,R2,1160,470,5,94,232
Pythium spinosum,Set_7-3,INSO_4-40,R3,1020,520,5,104,204
Pythium acanthicum,Set_7-3,NDSO_L_4-9,R1,910,390,5,78,182
Pythium acanthicum,Set_7-3,NDSO_L_4-9,R2,1100,510,5,102,220
Pythium acanthicum,Set_7-3,NDSO_L_4-9,R3,930,480,5,96,186
Pythium perplexum,Set_7-3,NESO_4-29,R1,890,460,5,92,178
Pythium perplexum,Set_7-3,NESO_4-29,R2,1060,470,5,94,212
Pythium perplexum,Set_7-3,NESO_4-29,R3,1090,480,5,96,218
Pythium nodosum,Set_7-3,V-INSO2_2-52,R1,900,380,5,76,180
Pythium nodosum,Set_7-3,V-INSO2_2-52,R2,940,420,5,84,188
Pythium nodosum,Set_7-3,V-INSO2_2-52,R3,1080,540,5,108,216
Pythium perplexum,Set_7-3,V-MISO2_2-57,R1,1010,450,5,90,202
Pythium perplexum,Set_7-3,V-MISO2_2-57,R2,1320,630,5,126,264
Pythium perplexum,Set_7-3,V-MISO2_2-57,R3,1150,500,5,100,230
Pythium inflatum,Set_7-3,V-MNSO2_3-63,R1,920,390,5,78,184
Pythium inflatum,Set_7-3,V-MNSO2_3-63,R2,830,460,5,92,166
Pythium inflatum,Set_7-3,V-MNSO2_3-63,R3,1170,480,5,96,234
Pythium nodosum,Set_7-3,V-NESO2_6-56,R1,1200,470,5,94,240
Pythium nodosum,Set_7-3,V-NESO2_6-56,R2,710,350,5,70,142
Pythium nodosum,Set_7-3,V-NESO2_6-56,R3,1040,400,5,80,208
CONTROL_NR,Set_7-3,CONTROL_NR,R1,1180,520,5,104,236
CONTROL_NR,Set_7-3,CONTROL_NR,R2,1140,540,5,108,228
CONTROL_NR,Set_7-3,CONTROL_NR,R3,1020,480,5,96,204
